pcm_zcr_sma_upleveltime90,audSpec_Rfilt_sma[3]_range,audSpec_Rfilt_sma[3]_skewness,audSpec_Rfilt_sma[3]_kurtosis,audSpec_Rfilt_sma[3]_meanSegLen,audSpec_Rfilt_sma[3]_minSegLen,audSpec_Rfilt_sma[4]_skewness,audSpec_Rfilt_sma[21]_skewness,audSpec_Rfilt_sma[21]_kurtosis,audSpec_Rfilt_sma[21]_meanSegLen,audSpec_Rfilt_sma[21]_minSegLen,audSpec_Rfilt_sma[22]_skewness,audSpec_Rfilt_sma[22]_kurtosis,audSpec_Rfilt_sma[22]_meanSegLen,audSpec_Rfilt_sma[22]_maxSegLen,audSpec_Rfilt_sma[22]_minSegLen,audSpec_Rfilt_sma[22]_segLenStddev,audSpec_Rfilt_sma[23]_skewness,audSpec_Rfilt_sma[23]_kurtosis,audSpec_Rfilt_sma[23]_meanSegLen,audSpec_Rfilt_sma[23]_minSegLen,audSpec_Rfilt_sma[23]_segLenStddev,audSpec_Rfilt_sma[24]_skewness,audSpec_Rfilt_sma[24]_kurtosis,audSpec_Rfilt_sma[24]_meanSegLen,audSpec_Rfilt_sma[24]_minSegLen,audSpec_Rfilt_sma[25]_skewness,audSpec_Rfilt_sma[25]_kurtosis,audSpec_Rfilt_sma[25]_meanSegLen,audSpec_Rfilt_sma[25]_minSegLen,pcm_fftMag_spectralRollOff50.0_sma_maxPos,pcm_fftMag_spectralEntropy_sma_lpc1,mfcc_sma[5]_lpc1,audSpec_Rfilt_sma_de[0]_skewness,audSpec_Rfilt_sma_de[1]_skewness,audSpec_Rfilt_sma_de[1]_kurtosis,audSpec_Rfilt_sma_de[2]_kurtosis,audSpec_Rfilt_sma_de[3]_skewness,audSpec_Rfilt_sma_de[3]_kurtosis,audSpec_Rfilt_sma_de[4]_skewness,audSpec_Rfilt_sma_de[14]_skewness,audSpec_Rfilt_sma_de[18]_skewness,audSpec_Rfilt_sma_de[19]_skewness,audSpec_Rfilt_sma_de[20]_skewness,audSpec_Rfilt_sma_de[21]_maxPos,audSpec_Rfilt_sma_de[22]_kurtosis,audSpec_Rfilt_sma_de[22]_meanSegLen,audSpec_Rfilt_sma_de[22]_minSegLen,audSpec_Rfilt_sma_de[23]_kurtosis,audSpec_Rfilt_sma_de[23]_meanSegLen,audSpec_Rfilt_sma_de[23]_minSegLen,audSpec_Rfilt_sma_de[24]_kurtosis,audSpec_Rfilt_sma_de[24]_minSegLen,audSpec_Rfilt_sma_de[25]_kurtosis,audSpec_Rfilt_sma_de[25]_meanSegLen,audSpec_Rfilt_sma_de[25]_minSegLen,pcm_fftMag_spectralEntropy_sma_de_lpc0,pcm_fftMag_spectralEntropy_sma_de_lpc1,mfcc_sma_de[2]_kurtosis,mfcc_sma_de[5]_lpc1,mfcc_sma_de[6]_maxPos,mfcc_sma_de[7]_quartile2,mfcc_sma_de[7]_skewness,mfcc_sma_de[7]_risetime,mfcc_sma_de[10]_iqr2-3,mfcc_sma_de[13]_range,F0final_sma_upleveltime25,jitterLocal_sma_lpc2,voicingFinalUnclipped_sma_de_amean,voicingFinalUnclipped_sma_de_minPos,voicingFinalUnclipped_sma_de_linregc2,voicingFinalUnclipped_sma_de_qregc3,voicingFinalUnclipped_sma_de_skewness,voicingFinalUnclipped_sma_de_upleveltime25,jitterLocal_sma_de_skewness,jitterLocal_sma_de_upleveltime50,jitterLocal_sma_de_lpc0,jitterDDP_sma_de_lpc0,logHNR_sma_de_lpc0,audSpec_Rfilt_sma[0]_meanPeakDist,audSpec_Rfilt_sma[0]_peakDistStddev,audSpec_Rfilt_sma[0]_stddevRisingSlope,audSpec_Rfilt_sma[1]_peakDistStddev,audSpec_Rfilt_sma[2]_meanPeakDist,audSpec_Rfilt_sma[2]_peakDistStddev,audSpec_Rfilt_sma[3]_meanPeakDist,audSpec_Rfilt_sma[3]_peakDistStddev,audSpec_Rfilt_sma[3]_peakRangeAbs,audSpec_Rfilt_sma[3]_peakMeanRel,audSpec_Rfilt_sma[4]_meanPeakDist,audSpec_Rfilt_sma[4]_peakDistStddev,audSpec_Rfilt_sma[17]_peakDistStddev,audSpec_Rfilt_sma[18]_meanPeakDist,audSpec_Rfilt_sma[18]_peakDistStddev,audSpec_Rfilt_sma[21]_meanPeakDist,audSpec_Rfilt_sma[21]_peakDistStddev,audSpec_Rfilt_sma[22]_meanPeakDist,audSpec_Rfilt_sma[22]_peakDistStddev,audSpec_Rfilt_sma[22]_peakRangeAbs,audSpec_Rfilt_sma[23]_meanPeakDist,audSpec_Rfilt_sma[23]_peakDistStddev,audSpec_Rfilt_sma[23]_peakRangeAbs,audSpec_Rfilt_sma[24]_meanPeakDist,audSpec_Rfilt_sma[24]_peakDistStddev,audSpec_Rfilt_sma[25]_meanPeakDist,audSpec_Rfilt_sma[25]_peakDistStddev,pcm_fftMag_spectralSkewness_sma_peakRangeRel,mfcc_sma[1]_meanPeakDist,mfcc_sma[1]_peakDistStddev,mfcc_sma[2]_meanPeakDist,mfcc_sma[2]_peakDistStddev,mfcc_sma[3]_peakDistStddev,mfcc_sma[5]_peakRangeRel,audSpec_Rfilt_sma_de[0]_peakDistStddev,audSpec_Rfilt_sma_de[1]_peakDistStddev,audSpec_Rfilt_sma_de[2]_meanPeakDist,audSpec_Rfilt_sma_de[2]_peakDistStddev,audSpec_Rfilt_sma_de[3]_meanPeakDist,audSpec_Rfilt_sma_de[3]_peakDistStddev,audSpec_Rfilt_sma_de[4]_meanPeakDist,audSpec_Rfilt_sma_de[4]_peakDistStddev,audSpec_Rfilt_sma_de[4]_minRangeRel,audSpec_Rfilt_sma_de[5]_peakDistStddev,audSpec_Rfilt_sma_de[17]_peakDistStddev,audSpec_Rfilt_sma_de[18]_meanPeakDist,audSpec_Rfilt_sma_de[18]_peakDistStddev,audSpec_Rfilt_sma_de[19]_meanPeakDist,audSpec_Rfilt_sma_de[20]_peakDistStddev,audSpec_Rfilt_sma_de[22]_meanPeakDist,audSpec_Rfilt_sma_de[22]_peakDistStddev,audSpec_Rfilt_sma_de[23]_meanPeakDist,audSpec_Rfilt_sma_de[23]_peakDistStddev,audSpec_Rfilt_sma_de[24]_meanPeakDist,audSpec_Rfilt_sma_de[24]_peakDistStddev,audSpec_Rfilt_sma_de[25]_meanPeakDist,audSpec_Rfilt_sma_de[25]_peakDistStddev,mfcc_sma_de[9]_meanFallingSlope,mfcc_sma_de[10]_meanRisingSlope,mfcc_sma_de[10]_meanFallingSlope,mfcc_sma_de[10]_stddevFallingSlope,mfcc_sma_de[11]_peakRangeAbs,mfcc_sma_de[13]_peakMeanAbs,mfcc_sma_de[13]_peakMeanMeanDist,mfcc_sma_de[1]_kurtosis.1,mfcc_sma_de[2]_kurtosis.1,mfcc_sma_de[7]_skewness.1,mfcc_sma_de[7]_quartile2.1,lspFreq_sma_de[1]_skewness,lspFreq_sma_de[1]_kurtosis,lspFreq_sma_de[3]_amean,lspFreq_sma_de[4]_linregc1
0.006603774,19.343794,4.119967,28.239508,2.1636841,0.93,3.7703373,1.7478236,7.174334,0.73499995,0.42,1.7016176,6.9310317,0.6766666,1.9599999,0.42,0.29951808,1.6621705,6.731915,0.6202941,0.42,0.21310017,1.634897,6.596851,0.6202941,0.42,1.6329464,6.5863495,0.61115944,0.42,0.35344017,1.0036108,0.63685733,1.3619531,1.039234,21.234184,24.352997,1.2418749,32.32147,0.8114023,0.8575705,0.58794284,1.0619035,0.95289886,0.9366164,8.294635,1.7908696,0.55,7.979208,1.7908696,0.55,7.79831,0.55,7.753428,1.7908696,0.55,-2.2039149,2.0582812,4.340095,1.5010415,0.7339774,0.058113217,-0.07910016,0.50789535,1.7261425,18.24054,0.95822567,0.12023689,8.5e-07,0.002918288,0.3779361,0.3785316,5.9671164,0.9980545,-11.303997,0.99671054,-1.0177126,-0.9754521,-1.9140936,1.0678947,0.79365486,4.5431714,0.32429612,0.50658536,0.3498834,0.5538356,0.39957967,17.301058,4.4961786,0.44659573,0.29969195,0.36291668,0.62925375,0.44032118,0.31654134,0.20695321,0.29647887,0.19420591,6.567058,0.29440558,0.19343795,5.207018,0.28835616,0.1895376,0.28639457,0.1884242,0.8228004,0.21368687,0.13813633,0.20619512,0.12055343,0.13174477,0.7124981,1.356333,0.44492546,0.6137313,0.480172,0.7352727,0.61761564,0.5338961,0.4059736,0.40617022,0.42859247,0.29789507,0.5938028,0.3936238,0.60228574,0.2911902,0.2521557,0.1685123,0.2434104,0.16208485,0.24062856,0.16213094,0.23525138,0.15902276,158.33284,150.46092,142.73212,70.031395,14.357382,2.747771,2.7443287,3.8383205,4.001872,-0.07207071,0.017005349,-0.12805068,5.1589136,2.07e-05,-7.97e-09
0.001659598,3.0421803,1.8866262,10.457731,1.0248077,0.53999996,2.1087234,1.2743853,5.434677,0.636,0.53999996,1.2279215,5.026086,0.6398823,1.06,0.53999996,0.10185911,1.2235025,4.996164,0.6398823,0.53999996,0.10497612,1.2140149,4.9331536,0.6324419,0.53999996,1.2113076,4.918717,0.6324419,0.53999996,0.97991526,0.76452273,0.6885734,0.17074944,0.3679761,7.167656,14.468041,0.8434569,13.187708,0.57570994,0.735482,0.5069138,0.3134603,0.17330825,0.25373134,5.1134686,1.4365715,0.53999996,5.1121745,1.4365715,0.53999996,5.0837293,0.53999996,5.0806193,1.4365715,0.53999996,-2.0872939,1.8591119,4.154955,1.5841515,0.03372029,-0.02961502,0.000723262,0.5001843,1.7868798,16.435791,0.95811516,0.17759536,3.44e-06,0.004241977,0.10303345,0.10573196,36.572754,0.000922169,-13.482074,0.99510765,-1.04445,-1.1827226,-1.4573536,0.21335967,0.12853119,0.747912,0.18154956,0.37,0.248664,0.35359478,0.23361473,2.5130517,1.7433025,0.32413173,0.19905898,0.29282102,0.46460867,0.29916966,0.23951328,0.1514133,0.23034042,0.14331914,2.8601944,0.22936441,0.14455028,2.4394243,0.22936441,0.14538424,0.22743697,0.14274898,0.8284984,0.17320512,0.10883512,0.21886641,0.12897532,0.125854,0.7001019,0.088895254,0.14539118,0.4126154,0.30509615,0.34320515,0.2320723,0.2834555,0.16562624,0.3704724,0.2095012,0.32516265,0.35563758,0.24113223,0.39262775,0.08905558,0.17405145,0.09684162,0.17517799,0.09760192,0.17574674,0.09826973,0.17517799,0.097746216,155.35307,151.7284,149.1863,77.84746,9.713455,2.7678149,2.7658155,4.724625,4.574439,0.05295721,-0.018627549,-0.06372725,5.0222955,-2.2e-05,9.75e-09
0.000935804,6.9414096,3.6966667,29.886618,2.3119047,0.7,4.943569,1.7459852,9.053821,0.83906245,0.53,1.7559915,8.839684,0.86629033,2.23,0.53,0.37191412,1.7574583,8.827867,0.8806557,0.53,0.39119765,1.7614245,8.859392,0.91050845,0.53,1.7665792,8.880072,0.8875862,0.53,0.04357584,0.9882816,0.64376473,0.804029,1.5360125,16.41329,14.165258,1.6167371,14.149744,1.2066091,0.36955488,0.1649205,0.26904112,0.13611281,0.42322797,8.608273,5.56375,0.83,8.645841,5.56375,0.83,8.694975,0.83,8.703812,6.358571,0.83,-2.2079182,2.0726817,4.6629953,1.5470726,0.66990834,-0.000592041,0.022936942,0.4983165,1.7345778,16.612255,0.96893966,0.1289552,-8.43e-09,0.002819019,0.39966342,0.3996718,3.1987894,0.99849653,-18.088802,0.9973022,-1.0931354,-1.0523014,-1.8479779,0.39425373,0.25605455,0.9543977,0.41294688,0.4876415,0.3816631,0.48675925,0.37278345,6.0643473,2.485067,0.5817241,0.41186932,0.18431313,0.36150685,0.22710033,0.32962266,0.21689281,0.33819354,0.2253395,6.287876,0.33819354,0.2247751,5.337103,0.33819354,0.22406544,0.33819354,0.22604895,0.8359872,0.23892376,0.15818016,0.23748878,0.13963427,0.122650884,0.68372583,0.12469626,0.28432065,0.3832847,0.2855991,0.3457895,0.24344508,0.4638053,0.35436484,0.41281876,0.19786933,0.14075115,0.30988303,0.21428122,0.34402594,0.10412537,0.27319586,0.17795,0.27319586,0.18011953,0.27319586,0.1800719,0.27604166,0.18192871,158.49281,146.50006,149.72115,78.274284,15.535189,2.6732779,2.6727595,5.2331276,4.2814264,0.030784214,-0.025872802,-0.23170716,6.32004,2.41e-06,3.97e-08
0.000378931,4.0031214,2.0466988,9.931498,0.89186436,0.52,2.370525,1.3286413,6.0246215,0.7518571,0.52,1.3998011,6.4385166,0.80984616,2.85,0.52,0.36839566,1.4015502,6.45687,0.8225,0.52,0.3700084,1.398791,6.427661,0.8225,0.52,1.395675,6.4068193,0.8225,0.52,0.04335479,0.5378319,0.5334191,1.972337,1.7277917,15.647233,12.059596,1.5300088,11.687584,1.4294273,0.24892825,0.48504502,0.67364246,0.47659898,0.15997729,7.4873366,12.0875,3.0,7.5305467,12.0875,3.0,7.496816,2.95,7.5019517,12.0875,2.95,-1.89217,1.456852,4.2918205,1.3942523,0.8191973,-0.009213448,0.10372647,0.5027457,1.6426886,15.351045,0.037458796,0.10458051,5.32e-07,0.0015163,0.36370236,0.36423403,11.224088,0.9984837,-25.161198,0.9989362,-0.8157469,-1.0587424,-1.7028234,0.47288287,0.3577105,1.7232773,0.3550569,0.40361536,0.2858995,0.39451125,0.28018686,3.3957238,2.1837344,0.38785186,0.27334297,0.2151743,0.35632652,0.23256275,0.28650272,0.18934599,0.30660817,0.20856757,5.356515,0.30660817,0.20902391,4.5409565,0.30660817,0.20895305,0.30660817,0.20871621,0.79783624,0.20845237,0.13456021,0.22826838,0.13496365,0.15246794,0.66964805,0.32591313,0.29908726,0.33641025,0.23482387,0.3342675,0.23889075,0.36193103,0.25704205,0.42642963,0.18705104,0.13158903,0.2947191,0.18937188,0.39375937,0.13405617,0.24514018,0.17886233,0.24514018,0.17993233,0.24399999,0.17858432,0.24399999,0.17852469,137.3289,131.26445,133.57045,69.247925,9.783211,2.4011433,2.403326,4.534946,3.6461072,0.060346343,-0.051263712,0.11552842,5.853338,1.5e-05,6.38e-09
0.005033882,14.785579,4.0567255,26.39777,2.0232,0.56,3.7425764,3.023063,18.47321,1.6046875,0.61,2.8894086,17.056028,1.4671427,4.24,0.51,0.8506386,2.8640974,16.828398,1.4671427,0.51,0.8390013,2.8379464,16.611357,1.4671427,0.51,2.8280203,16.625475,1.4263889,0.51,0.03985297,0.8068566,0.6424572,2.8556159,3.3685985,33.76615,29.304848,2.594812,32.15279,1.8922992,0.39307353,1.634648,2.0446813,1.7829093,0.94563746,19.355076,3.5092854,0.75,18.753302,3.5092854,0.75,18.679981,0.75,18.658802,3.5092854,0.75,-2.100931,1.8879827,4.093204,1.4933883,0.14412846,-0.032625772,0.012468817,0.4885836,1.687434,16.279327,0.039308175,0.13109784,1.32e-06,0.003965631,0.17249765,0.17378981,31.209784,0.00154219,-27.149641,0.99923635,-0.9763256,-1.0264696,-1.4926468,0.5285417,0.40889362,1.924877,0.52110964,0.5517391,0.42640227,0.61987495,0.4655819,13.241339,4.1114674,0.5022,0.38301003,0.3761383,0.5775,0.39083678,0.49892157,0.3657963,0.45044246,0.33122307,10.158122,0.44649124,0.32734966,8.461052,0.43974134,0.3222013,0.42865548,0.31645262,0.8521615,0.2694764,0.18625875,0.22813334,0.13657579,0.18398145,0.70879596,0.38723862,0.51266557,0.5515217,0.4214846,0.7570769,0.53726476,0.5518889,0.39405143,0.34978837,0.40620518,0.3820695,0.53968424,0.37185732,0.7097222,0.40500015,0.42075628,0.33391842,0.42075628,0.3260711,0.41040984,0.32310185,0.41380164,0.32550547,146.834,137.17035,137.01057,71.68869,11.404181,2.509145,2.5091782,6.4029055,3.5755577,-0.038021956,-0.03163185,0.028264655,5.665268,-8.15e-06,-7.02e-09
0.005659,15.934979,3.9717124,23.89984,1.6246874,0.58,4.2901516,2.6802118,12.840927,1.2554762,0.55,2.6707993,13.006929,1.2554762,2.85,0.55,0.55295396,2.6292524,12.673353,1.226279,0.53999996,0.5549273,2.5978837,12.43616,1.1717777,0.53999996,2.5624535,12.09673,1.1717777,0.53999996,0.2931412,0.74832106,0.49852824,2.399503,2.6562278,27.245419,23.033333,2.0966942,23.353947,1.9718354,0.68281317,1.0911613,1.348266,1.2456111,0.684969,14.051113,2.262174,1.16,13.692228,2.262174,1.16,13.402158,1.1899999,13.027028,2.1679168,1.1899999,-2.0748534,1.7669554,4.5043287,1.3680114,0.15195185,-0.04008241,0.03415229,0.4940704,1.5927272,15.677339,0.017473118,0.14216806,1.62e-06,0.007778738,0.098299064,0.10050075,35.085636,0.000864304,-31.987226,0.9991427,-1.116979,-1.205064,-1.2366723,0.48392856,0.36184466,2.7727432,0.37323534,0.47651374,0.35320303,0.46774775,0.3516748,14.252999,4.32139,0.62890244,0.4307945,0.37147364,0.6410714,0.45265687,0.41692305,0.29075348,0.41060606,0.29520932,10.972542,0.4075188,0.2918632,9.153438,0.4075188,0.29317486,0.4075188,0.29333183,0.74789023,0.27407035,0.18684387,0.2807254,0.16555206,0.15714294,0.7232738,0.34371948,0.37902457,0.53889996,0.43146017,0.5228283,0.3907297,0.6972727,0.5177559,0.37602517,0.49881247,0.27776554,0.51037735,0.34645694,0.60099995,0.32877928,0.41381678,0.28774485,0.41381678,0.2887725,0.407594,0.28840443,0.40455222,0.28874305,137.6009,127.21022,128.02861,68.29328,11.363939,2.351345,2.3514323,5.477594,4.079086,-0.028281672,-0.02360792,-0.08129205,6.6319413,-4.08e-05,-3.24e-08
0.003216813,23.242489,5.8673673,47.094177,3.2515383,0.98999995,6.8962216,3.2877636,23.459677,1.5233332,0.51,3.2471638,22.733164,1.41,3.6499999,0.47,0.7845014,3.195153,22.100021,1.41,0.47,0.7832566,3.158891,21.638681,1.3848485,0.47,3.1916034,22.402588,1.428125,0.47,0.8767945,0.78177035,0.47188905,2.859838,3.0119073,48.573875,43.99929,2.6046576,45.886406,2.9723737,0.58692056,1.4708053,1.5969995,0.4607519,0.32976216,16.316723,10.57,3.1999998,15.771591,10.57,3.1999998,15.200132,3.1999998,15.697802,14.093333,4.64,-2.0674343,1.7947093,5.6396527,1.2963089,0.20119992,0.046907615,-0.1248775,0.5017145,1.2771449,13.486694,0.065560825,0.006218051,1.41e-06,0.003177966,0.32240945,0.32533282,12.315448,0.99788135,-16.199871,0.9970703,-1.0013314,-1.0213476,-1.4923931,0.695,0.594422,4.5073686,0.92106664,1.005,0.83244026,0.9571111,0.74240845,20.815979,6.623962,1.2667646,0.898301,0.41319573,1.6933333,1.2337967,0.4225688,0.4021973,0.41125,0.39117208,8.136139,0.41125,0.40224037,6.5961094,0.40403506,0.39894515,0.41133928,0.40520456,0.75179946,0.24399999,0.18928312,0.289375,0.18211709,0.14211446,0.7177423,0.6157337,0.94403815,1.1113157,0.83594245,1.0764999,0.9002029,1.4353334,1.1679219,0.34160042,1.0861609,0.49329257,2.1675,1.5625759,4.335,0.6082295,0.36817458,0.36718765,0.37411287,0.3785431,0.36527556,0.374228,0.37111998,0.38179064,129.6647,119.00507,113.028206,60.991573,7.6933184,1.9521232,1.9510072,5.149221,5.304803,-0.26238975,0.080588534,-0.25048482,7.7088428,-2.03e-05,-1.36e-08
0.004719885,37.30128,6.6419725,63.36798,3.0826666,0.65999997,6.4265904,3.1479418,19.663124,1.6056666,0.52,2.9162006,17.81399,1.3018919,3.62,0.5,0.7208809,2.8718958,17.37129,1.2673683,0.51,0.6583019,2.7982874,16.589867,1.1746341,0.51,2.7630355,16.320461,1.1746341,0.51,0.94176745,0.8080961,0.6283446,3.1253161,2.9653623,58.453148,52.7431,2.4278612,57.438698,2.2334573,2.2732723,1.7650034,1.6624341,1.9305465,0.036292803,16.325594,8.444,2.0,16.084385,8.442,2.0,15.092744,2.0,14.838328,7.035,0.63,-2.108534,1.8481162,4.8362794,1.530785,0.29403323,0.047166444,-0.06368918,0.49569318,1.6029267,15.750128,0.011223344,0.11706467,2.36e-06,0.011572856,0.08680268,0.089570515,34.634247,0.001052078,-20.949764,0.99853444,-0.9996776,-0.9253885,-1.0644428,1.2766666,0.95398563,5.0570226,0.8748001,1.14925,0.8551596,1.1951351,0.86846334,33.38786,8.99272,1.1061904,0.8101259,0.59528965,0.78114754,0.5222607,0.36775193,0.26966083,0.354,0.26314476,9.830302,0.34883213,0.25946584,8.003565,0.34381294,0.25643948,0.33893615,0.2538886,0.7999184,0.23529127,0.15461484,0.25010362,0.14657247,0.12976329,0.62421876,1.2421615,1.451627,1.4365624,1.1680001,1.4072728,1.2064073,1.2813889,1.0699413,0.38806635,0.5154788,0.81209517,0.9035849,0.74433976,1.5216666,0.8008838,0.35325927,0.2614679,0.35325927,0.25808156,0.33584505,0.2474552,0.33068964,0.2459179,139.75555,126.22926,130.71689,67.8986,10.371055,2.422669,2.4221957,5.0306234,4.40899,-0.084112965,0.060665704,0.058599405,5.7946615,-1.92e-06,-2.36e-08
0.004248862,17.232656,4.940037,37.14842,2.605,0.59999996,4.5160174,2.3264506,12.640072,0.7905,0.32,2.3812768,12.88077,0.7712195,1.9,0.32,0.45123786,2.344099,12.526297,0.7714634,0.32,0.45133713,2.3496072,12.679198,0.7712195,0.32,2.3480613,12.599254,0.7714634,0.32,0.5056078,0.83432704,0.7591738,2.575803,2.814888,38.337074,37.862118,2.4467683,41.309647,2.4935372,0.19770184,0.9751069,1.0666399,0.3520751,0.54531676,11.238897,4.0914283,1.36,10.713173,3.1822221,1.41,10.778938,1.36,10.746703,4.0914283,1.36,-2.1770666,2.0727541,4.511477,1.8027167,0.3979994,0.06671925,-0.15901098,0.49484536,1.7884778,17.557858,0.042350907,0.10572269,8.14e-07,0.005732712,0.22966799,0.23260398,16.470032,0.013256897,-22.230408,0.99892646,-1.1477836,-1.185124,-1.5512794,0.5487719,0.42453238,1.7452726,0.53427845,0.66553193,0.5301531,0.69047624,0.48600718,15.399897,4.835038,0.48749998,0.37690452,0.21524969,0.44914287,0.31703997,0.28716815,0.20610955,0.2821739,0.20263782,8.230676,0.2821739,0.20277816,6.644358,0.2821739,0.20195846,0.2821739,0.20327806,0.8430744,0.19987729,0.12823051,0.22741258,0.13935554,0.120896414,0.77557606,0.44320428,0.5478086,0.63836735,0.54235643,0.76078945,0.54116,0.51785713,0.45921627,0.37850046,0.45464122,0.18821211,0.5157143,0.3555855,0.49984613,0.12272263,0.26333332,0.18316475,0.24915384,0.17788002,0.24915384,0.17788002,0.25304687,0.17952593,153.3778,141.39557,138.06857,65.77273,12.343626,2.6103294,2.6122143,5.02898,3.9948952,-0.1956033,0.09716854,0.04879443,5.5149107,6.4e-05,-1.55e-08
0.006575239,8.772224,3.1686304,17.122677,1.43,0.53999996,3.6250532,2.4492748,12.192826,0.98870367,0.53,2.4891698,12.313342,0.9203448,1.7199999,0.53,0.3395939,2.4435987,11.928484,0.9203448,0.53,0.35528502,2.4382443,11.876631,0.9203448,0.53,2.4054222,11.622013,0.9203448,0.53999996,0.8180965,0.8058924,0.59850055,2.475237,2.4672568,25.060362,19.981539,1.7541248,19.625805,1.8745732,0.57047755,0.82043046,0.98206466,0.8424083,0.40473062,10.844638,2.9444444,0.76,10.596388,2.9444444,0.76,10.467176,0.76,10.26089,3.4714284,0.76,-2.1646478,1.9909786,4.6264405,1.4677577,0.050309744,0.048444368,-0.12877937,0.49568155,1.5528204,16.277992,0.007476636,-0.020043913,5.13e-07,0.004084133,0.33146626,0.33315787,10.195493,0.9965285,-20.835358,0.9981238,-1.067804,-1.0427089,-1.2996004,0.656125,0.506659,2.2285802,0.48818564,0.5467708,0.42140183,0.5,0.3794093,7.7634068,3.4347353,0.5147059,0.38617188,0.23317707,0.35293335,0.23988302,0.3357595,0.25028896,0.3234756,0.25125238,6.390179,0.32151514,0.24989383,5.2021546,0.32151514,0.24834235,0.31577381,0.24353555,0.74696034,0.29016393,0.20313552,0.27769634,0.17590086,0.14913878,0.58210677,0.4598061,0.45439857,0.5644086,0.43033484,0.541134,0.41071332,0.5448958,0.38894287,0.35882118,0.27118716,0.256778,0.38260868,0.23812303,0.40113634,0.16007957,0.26252475,0.22610025,0.2612315,0.22624984,0.2612315,0.2261423,0.2612315,0.23258023,143.77966,125.63802,126.20138,63.845573,8.896769,2.4968972,2.4988241,6.558682,4.1845865,-0.013697051,0.04067955,-0.1819423,6.516263,-2.04e-05,1.11e-08
0.012688489,5.685031,2.9602187,15.257705,1.4105263,0.53999996,2.585126,2.2889504,10.920129,0.940862,0.53999996,2.3329704,11.17787,0.9745454,1.87,0.55,0.37886825,2.3155465,10.956588,0.9745454,0.55,0.37915602,2.3056674,10.844109,0.9745454,0.55,2.2826464,10.653244,0.9745454,0.55,0.9086733,0.70626664,0.5899098,2.0783992,1.8316453,14.046291,13.382839,1.7250942,15.470041,1.0330125,0.49039984,0.69427425,0.6409553,0.43731984,0.86622566,8.499515,2.4368181,0.64,8.418807,2.4368181,0.7,8.348428,0.7,8.282358,2.1444,0.57,-2.0730517,1.7980697,4.859672,1.4572731,0.4244763,-0.04859791,0.015128785,0.4896159,1.5098052,14.498892,0.004235908,0.044446826,1e-08,0.002037037,0.47031224,0.47030264,2.1256838,0.9988889,-22.864016,0.9987805,-0.9918871,-0.9208288,-1.4420635,0.49027523,0.3802281,1.9684541,0.34376967,0.481875,0.34507015,0.48531532,0.34938642,4.937517,2.7349913,0.38021126,0.28918687,0.32864875,0.3780986,0.2553501,0.3044382,0.22759369,0.32842422,0.25012636,5.6797857,0.324491,0.24677557,4.670111,0.32842422,0.24988015,0.32842422,0.25400996,0.69941574,0.2595215,0.16957115,0.27271357,0.1587577,0.15973197,0.5622995,0.32040948,0.32199252,0.46525863,0.3159174,0.49054545,0.3778785,0.36714286,0.26655576,0.42295435,0.19816944,0.4605791,0.41589144,0.28170013,0.49685183,0.24304599,0.22200818,0.1910413,0.2184274,0.19162317,0.22110204,0.19642217,0.22110204,0.19289248,137.24878,124.82954,125.21411,58.34384,8.97342,2.297133,2.2960536,6.6779275,4.6960816,0.007665689,-0.04512377,-0.17107363,7.742147,-8.7e-07,1.48e-08
0.005373356,7.62082,3.6992483,21.641861,1.61,0.59,3.7576673,3.0938694,19.845749,1.7296774,0.57,2.8984952,17.003592,1.4491891,3.24,0.53999996,0.7247828,2.844818,16.29375,1.4110527,0.55,0.7305614,2.8139913,15.8822975,1.4110527,0.55,2.8037076,15.75668,1.4110527,0.55,0.7363451,0.8495545,0.6809027,3.3662329,3.158944,47.57092,44.50803,2.013046,28.230202,1.5068961,0.29812288,0.5706851,0.7327561,0.6304383,0.8876134,15.081038,7.3614287,2.6,14.774171,8.588333,2.6,14.5722685,2.6,14.507834,8.588333,2.6,-2.1680508,2.0251167,5.295373,1.5662385,0.36659878,-0.009196472,0.023185348,0.49222222,1.6414526,15.24329,0.38765052,0.05137821,8.41e-07,0.003172826,0.41070706,0.41275212,11.974295,0.9990668,-20.80602,0.9988369,-1.1622106,-1.120281,-1.4510523,0.95094335,0.8002758,2.9178638,0.75491875,0.74647886,0.5916282,0.5637234,0.43872684,6.7189684,3.1489432,0.51134616,0.38439432,0.22234571,0.39985073,0.25619885,0.4621739,0.31878835,0.46208695,0.33394724,7.6409435,0.4465546,0.3247741,6.2300487,0.43557376,0.31618565,0.43917355,0.31800073,0.8655178,0.2434389,0.15808542,0.26150486,0.15916502,0.17913583,0.7626393,0.8402024,0.77973974,0.98784316,0.6809631,0.6974324,0.59058064,0.48648146,0.35736275,0.35907164,0.30271375,0.18383026,0.38992703,0.23517619,0.5135577,0.1733801,0.44289255,0.33330148,0.44289255,0.33403867,0.4428099,0.33732018,0.4428099,0.33760345,145.26181,136.09155,135.60957,69.34822,10.745518,2.4736013,2.4696448,6.6514344,4.6151767,0.047490932,-0.041358374,-0.3102191,6.345443,3.15e-05,2.76e-08
